Gene ID,TCGA-38-4625-11A-01R-1758-07,TCGA-38-4625-01A-01R-1758-07
MEIS3P1|4213,99.889,635.0693
MEIS3|56917,86.5705,49.0821
MELK|9833,366.2597,4.4961
MEMO1|51072,1269.8557,293.9865
MEN1|4221,288.5683,560.8842
MEOX1|4222,11.0988,5.9948
MEOX2|4223,42.1754,245.7849
MEP1A|4224,4.4395,2.248
MEP1B|4225,0,0
MEPCE|56257,803.5516,1430.4983
MEPE|56955,0,0
MERTK|10461,453.9401,292.619
MESDC1|59274,170.9212,931.0603
MESDC2|23184,1194.2286,1481.4537
MESP1|55897,54.384,37.8419
MESP2|145873,0,3.7467
MESTIT1|317751,1.1099,2.6227
MEST|4232,9439.5117,539.1532
METAP1|23173,1584.9057,833.6456
METAP2|10988,2981.1321,1998.5013
METRNL|284207,228.6349,1345.4477
METRN|79006,135.4051,352.5665
METT10D|79066,371.8091,715.6238
METT11D1|64745,1604.8835,362.6827
METT5D1|196074,337.4029,299.3631
METTL10|399818,613.2186,242.9562
METTL11A|28989,779.4784,388.1154
METTL11B|149281,0,0
METTL12|751071,146.5594,57.7969
METTL13|51603,450.6104,807.0438
METTL14|57721,84.3507,325.2154
METTL1|4234,677.0255,193.3308
METTL2A|339175,1149.8335,263.0199
METTL2B|55798,860.1554,199.3256
METTL3|56339,1585.9933,402.4841
METTL4|64863,283.0189,218.4339
METTL5|29081,1798.5905,426.523
METTL6|131965,488.3463,195.2042
METTL7A|25840,1788.0133,5046.834
METTL7B|196410,109.8779,41.9633
METTL8|79828,598.2242,176.8453
METTL9|51108,8213.0966,2281.0041
MET|4233,3093.2297,2665.4178
MEX3A|92312,214.2064,13.4882
MEX3B|84206,89.9001,29.9738
MEX3C|51320,568.2575,505.4327
MEX3D|399664,243.0633,282.1281
MFAP1|4236,478.3574,658.6737
MFAP2|4237,916.7592,164.1064
MFAP3L|9848,17.758,375.7962
MFAP3|4238,864.5949,729.4867
MFAP4|4239,1069.9223,12594.5972
MFAP5|8076,31.0766,97.7894
MFF|56947,5975.5827,860.9966
MFGE8|4240,1138.7347,3846.7591
MFHAS1|9258,233.0744,403.8966
MFI2|4241,89.9001,23.6043
MFN1|55669,1729.1898,452.9786
MFN2|9927,1095.4495,2644.4361
MFNG|4242,168.7014,1446.9839
MFRP|83552,403.9956,773.698
MFSD10|10227,538.2908,2044.586
MFSD11|79157,732.4084,584.7808
MFSD1|64747,2175.3607,2596.8528
MFSD2A|84879,51.0544,2629.4492
MFSD2B|388931,62.1532,13.4882
MFSD3|113655,278.5794,194.0802
MFSD4|148808,293.0078,455.2267
MFSD5|84975,1037.7358,951.6673
MFSD6L|162387,3.3296,32.2218
MFSD6|54842,1529.4118,1393.4058
MFSD7|84179,54.7392,503.7842
MFSD8|256471,301.8868,279.1308
MFSD9|84804,193.1188,103.0348
MGAM|8972,47.7248,25.103
MGAT1|4245,4485.0166,9928.0629
MGAT2|4247,2527.192,1013.8629
MGAT3|4248,21.0877,1389.659
MGAT4A|11320,733.6293,1171.5999
MGAT4B|11282,1402.8857,1818.284
MGAT4C|25834,0,2.9974
MGAT5B|146664,58.8235,17.6096
MGAT5|4249,65.4828,122.5178
MGA|23269,309.6559,448.8572
MGC12916|84815,45.505,4.4961
MGC12982|84793,65.4828,25.4777
MGC14436|84983,0,0.3747
MGC15885|197003,0,0
MGC16025|85009,2.2198,0
MGC16121|84848,9.9889,2.9974
MGC16142|84849,7.7691,9.3668
MGC16275|85001,54.384,50.5807
MGC16384|114130,4.4395,0.3747
MGC16703|113691,2.2198,9.1233
MGC21881|389741,159.8224,131.8846
MGC23270|196872,16.6482,38.9659
MGC23284|197187,19.9778,38.9659
MGC26647|219557,1.1099,0
MGC27382|149047,0,18.7336
MGC2752|65996,581.576,834.3949
MGC2889|84789,0,0
MGC29506|51237,906.7703,211.6898
MGC34034|154089,0,0.7493
MGC3771|81854,10.0777,11.5474
MGC42105|167359,27.7469,159.985
MGC4473|79100,0,0
MGC45800|90768,5.5494,4.4961
MGC57346|401884,298.5572,166.7291
MGC70857|414919,402.8857,443.9865
MGC72080|389538,371.7203,87.8157
MGC87042|256227,376.2486,5.2454
MGEA5|10724,2137.6249,1775.946
MGLL|11343,578.2464,6346.1971
MGMT|4255,1669.2564,442.8625
MGP|4256,7033.2963,10008.6175
MGRN1|23295,407.3252,1963.2821
MGST1|4257,19085.4606,4604.3462
MGST2|4258,2019.9778,976.021
MGST3|4259,3934.5172,2700.2623
MIA2|117153,1.1099,14.2375
MIA3|375056,887.9023,1142.0007
MIAT|440823,43.2852,40.4646
MIA|8190,9.212,0.3934
MIB1|57534,973.3629,831.0229
MIB2|142678,206.4373,484.4511
MICAL1|64780,241.9534,1696.8902
MICAL2|9645,344.0622,1485.9498
MICAL3|57553,155.3829,251.405
MICALCL|84953,9.9889,115.0244
MICALL1|85377,305.2164,612.2143
MICALL2|79778,165.3718,265.6426
MICA|4276,650.3885,266.3919
MICB|4277,160.9323,130.0112
MID1IP1|58526,571.5871,4989.5092
MID1|4281,1356.2708,414.0127
MID2|11043,209.7669,345.0731
MIDN|90007,663.707,2630.5732
MIER1|57708,1071.0322,1257.7744
MIER2|54531,180.9101,631.3226
MIER3|166968,421.7536,467.5909
MIF4GD|57409,369.7669,748.2166
MIF|4282,21394.939,4014.9419
MIIP|60672,732.5194,934.0577
MIMT1|100073347,0,0.7493
MINA|84864,1616.1598,561.0266
MINK1|50488,1263.5627,3224.6534
MINPP1|9562,890.1221,553.3908
MIOS|54468,214.2064,433.8704
MIOX|55586,0,16.8602
MIPEP|4285,288.5683,361.9333
MIPOL1|145282,629.3008,64.0689
MIP|4284,0,0.7493
MIR155HG|114614,69.9223,20.2323
MIR17HG|407975,15.5383,6.3694
MIS12|79003,540.5105,511.0528
MITD1|129531,485.0166,191.8321
MITF|4286,280.7991,769.5766
MIXL1|83881,1.1099,0.3747
MKI67IP|84365,1116.5261,540.6482
MKI67|4288,400.6659,40.4646
MKKS|8195,3142.0644,793.5556
MKL1|57591,370.6992,1045.71
MKL2|57496,846.8368,796.553
MKLN1|4289,1251.9423,884.601
MKNK1|8569,509.434,732.9
MKNK2|2872,618.202,5335.3316
MKRN1|23608,2427.303,2346.5717
MKRN2|23609,551.6093,677.0326
MKRN3|7681,2.2198,0
MKS1|54903,339.6226,221.8059
MKX|283078,4.4395,39.3406
MLANA|2315,0,0
MLC1|23209,8.879,127.0139
MLEC|9761,2770.2553,3377.6695
MLF1IP|79682,622.6859,51.0491
MLF1|4291,3961.1543,643.6868
MLF2|8079,4148.7236,3455.6013
MLH1|4292,463.929,791.6823
MLH3|27030,685.9046,257.3998
MLKL|197259,136.515,330.4608
MLL2|8085,331.5982,1055.2492
MLL3|58508,657.0477,880.8543
MLL4|9757,446.1709,573.6231
MLL5|55904,812.2087,1159.0708
MLLT10|8028,445.061,551.5174
MLLT11|10962,386.2375,20.2323
MLLT1|4298,551.6093,1901.4612
MLLT3|4300,285.2386,358.9359
MLLT4|4301,1338.5128,1876.3582
MLLT6|4302,719.2009,2830.2735
MLL|4297,336.293,724.9906
MLNR|2862,0,0.7493
MLN|4295,0,0
MLPH|79083,549.3896,6315.474
MLST8|64223,776.7592,900.2698
MLXIPL|51085,53.2741,48.3327
MLXIP|22877,259.7114,648.9322
MLX|6945,1554.0178,2561.8134
MLYCD|23417,116.5372,386.6617
MMAA|166785,83.2408,230.0487
MMAB|326625,985.5716,1227.0513
MMACHC|25974,65.4828,65.193
MMADHC|27249,3844.6171,2002.6227
MMD2|221938,0,0
MMD|23531,207.5472,648.5575
MMEL1|79258,2.4528,43.4058
MME|4311,138.7347,4501.686
MMGT1|93380,1744.7281,1471.7123
MMP10|4319,2230.8546,2.9974
MMP11|4320,3041.0655,19.483
MMP12|4321,3402.8857,2.6227
MMP13|4322,32.1865,1.124
MMP14|4323,6850.1665,2674.7846
MMP15|4324,120.9767,810.4159
MMP16|4325,4.4395,3.7467
MMP17|4326,24.4173,27.3511
MMP19|4327,267.4806,1008.2428
MMP1|4312,398.4462,26.9764
MMP20|9313,0,0
MMP21|118856,0,1.8734
MMP23A|8511,0,0
MMP23B|8510,68.8124,275.7587
MMP24|10893,765.8158,943.4245
MMP25|64386,45.3052,148.0255
MMP26|56547,0,0
MMP27|64066,0,0
MMP28|79148,16.6482,1448.8572
MMP2|4313,3796.8923,4164.1064
MMP3|4314,295.2275,1.124
MMP7|4316,736.9589,780.0674
MMP8|4317,4.4395,4.4961
MMP9|4318,1190.899,176.4706
MMRN1|22915,105.4384,777.8194
MMRN2|79812,122.0866,1769.5766
MMS19|64210,643.7292,1049.4567
MN1|4330,37.7358,246.5343
MNAT1|4331,1396.2264,155.1143
MND1|84057,96.5594,1.8734
MNDA|4332,316.3152,1322.9674
MNS1|55329,96.5594,91.0453
MNT|4335,137.6249,582.6152
MNX1|3110,8.879,1.4987
MOAP1|64112,1073.2519,1206.4444
MOB2|81532,294.1176,849.3818
MOBKL1A|92597,321.8646,592.3567
MOBKL1B|55233,1596.0044,872.6115
MOBKL2A|126308,310.7658,1724.616
MOBKL2B|79817,120.9767,1058.4489
MOBKL2C|148932,381.798,671.3713
MOBKL3|25843,2663.707,1232.2967
MOBP|4336,1.1099,10.1161
MOCOS|55034,239.7336,138.6287
MOCS1|4337,149.8668,926.5905
MOCS2|4338,860.1554,764.7059
MOCS3|27304,306.3263,267.8906
MOGAT1|116255,1.1099,3.372
MOGAT2|80168,0,0.3747
MOGAT3|346606,0,0
MOGS|7841,1883.4628,1262.2705
MOG|4340,1.1099,0
MON1A|84315,107.6582,271.2626
MON1B|22879,344.0622,869.2394
MON2|23041,957.8246,562.7576
MORC1|27136,0,0
MORC2|22880,596.0044,455.6013
MORC3|23515,540.5105,768.8273
MORC4|79710,937.8468,319.2207
MORF4L1|10933,5208.657,5698.0142
MORF4L2|9643,11542.7303,3901.8359
MORF4|10934,3.3296,4.1214
MORN1|79906,64.3729,69.3143
MORN2|729967,1519.4229,371.3001
MORN3|283385,24.4173,29.9738
MORN4|118812,219.7558,143.1248
MORN5|254956,81.0211,139.0034
MOSC1|64757,206.4373,270.1386
MOSC2|54996,160.9323,603.5969
MOSPD1|56180,780.2442,356.3132
MOSPD2|158747,384.0178,456.7254
MOSPD3|64598,1003.3296,518.5463
MOS|4342,0,0
MOV10L1|54456,2.2198,11.6148
MOV10|4343,1088.7902,662.4204
MOXD1|26002,778.0244,635.0693
MPDU1|9526,3487.2586,1741.4874
MPDZ|8777,211.9867,436.1184
MPEG1|219972,769.1454,1003.372
MPG|4350,1317.4251,1378.7936
MPHOSPH10|10199,1179.8002,471.7123
MPHOSPH6|10200,1059.9334,328.9622
MPHOSPH8|54737,244.1731,721.9933
MPHOSPH9|10198,160.9323,71.5624
MPI|4351,388.4573,642.1881
MPL|4352,6.6593,19.1083
MPND|84954,413.9845,944.5485
MPO|4353,3.3296,38.9659
MPP1|4354,327.414,930.6857
MPP2|4355,112.0977,33.7205
MPP3|4356,180.9101,42.7126
MPP4|58538,6.6593,0.7493
MPP5|64398,942.2863,1036.3432
MPP6|51678,84.3507,21.3563
MPP7|143098,1554.939,1088.7973
MPPE1|65258,618.202,931.0603
MPPED1|758,0,1.4987
MPPED2|744,194.2286,10.4908
MPRIP|23164,650.3885,1767.7033
MPST|4357,1158.7125,2058.0742
MPV17L2|84769,309.6559,294.1176
MPV17L|255027,4.4395,42.7126
MPV17|4358,1830.1887,1223.3046
MPZL1|9019,3348.5017,2154.7396
MPZL2|10205,4122.0866,2378.7936
MPZL3|196264,8.879,59.5729
MPZ|4359,4.4395,39.3406
MR1|3140,931.1876,535.7812
MRAP2|112609,4.4395,68.565
MRAP|56246,0,24.4736
MRAS|22808,240.8435,850.5058
MRC1|4360,74.3618,13438.7411
MRC2|9902,536.071,3750.843
MRE11A|4361,533.8513,231.5474
MREG|55686,969.6226,254.7771
MRFAP1L1|114932,1501.6648,1435.7437
MRFAP1|93621,4137.6249,6393.7804
MRGPRD|116512,0,0
MRGPRE|116534,0,3.7467
MRGPRF|116535,72.1421,585.9873
MRGPRG|386746,0,0
MRGPRX1|259249,0,0
MRGPRX2|117194,0,0.3747
MRGPRX3|117195,0,0
MRGPRX4|117196,0,0
MRI1|84245,382.9079,259.2731
MRM1|79922,89.9001,101.1615
MRO|83876,35.5161,2.248
MRP63|78988,1878.8235,1274.26
MRPL10|124995,1032.1865,1081.6785
MRPL11|65003,2524.9723,1026.9764
MRPL12|6182,2653.8735,857.9993
MRPL13|28998,3956.7148,594.23
MRPL14|64928,4168.7014,2393.4058
MRPL15|29088,2413.9845,711.1278
MRPL16|54948,1034.4062,761.7085
MRPL17|63875,2443.9512,868.1154
MRPL18|29074,2648.1687,861.3713
MRPL19|9801,947.8357,721.9933
MRPL1|65008,710.3219,408.7673
MRPL20|55052,2050.9434,1297.8569
MRPL21|219927,1300.7769,541.0266
MRPL22|29093,1339.6226,420.3822
MRPL23|6150,867.9245,881.9783
MRPL24|79590,1961.1543,884.601
MRPL27|51264,1815.7603,705.5077
MRPL28|10573,2002.2198,1009.3668
MRPL2|51069,1670.3663,539.9026
MRPL30|51263,1988.7014,535.3616
MRPL32|64983,1568.2575,723.1173
MRPL33|9553,1326.3041,802.5478
MRPL34|64981,1452.8302,1135.2567
MRPL35|51318,1288.5683,474.335
MRPL36|64979,1146.5039,295.2417
MRPL37|51253,2238.6238,981.2664
MRPL38|64978,1883.3629,1271.3451
MRPL39|54148,990.0111,330.4608
MRPL3|11222,4574.9168,1232.2967
MRPL40|64976,1237.5139,779.6928
MRPL41|64975,648.1687,616.3357
MRPL42P5|359821,4.8391,12.8737
MRPL42|28977,2268.5905,596.1034
MRPL43|84545,2977.9134,1790.9667
MRPL44|65080,1379.5782,586.3619
MRPL45|84311,1477.2475,802.9224
MRPL46|26589,327.414,456.3507
MRPL47|57129,2184.2397,443.6118
MRPL48|51642,1185.3496,427.5009
MRPL49|740,2300.7769,2196.7029
MRPL4|51073,1148.7236,1031.8471
MRPL50|54534,950.0555,428.625
MRPL51|51258,5396.2264,1297.8644
MRPL52|122704,5690.3441,658.6737
MRPL53|116540,1334.0733,939.9401
MRPL54|116541,1542.7303,1335.3316
MRPL55|128308,1039.9556,637.692
MRPL9|65005,2112.3529,795.5339
MRPS10|55173,2251.9423,774.4474
MRPS11|64963,800.222,475.8336
MRPS12|6183,2416.2042,664.5822
MRPS14|63931,1274.1398,390.4084
MRPS15|64960,4726.97,1353.6905
MRPS16|51021,3036.8257,1571.3039
MRPS17|51373,435.0721,147.2462
MRPS18A|55168,1815.7603,839.2656
MRPS18B|28973,2798.0022,1828.7748
MRPS18C|51023,407.9689,345.178
MRPS21|54460,2849.0566,984.2638
MRPS22|56945,1620.4218,574.7471
MRPS23|51649,2367.3696,866.6167
MRPS24|64951,2085.4606,1046.0847
MRPS25|64432,570.5327,950.9741
MRPS26|64949,3278.5794,824.2788
MRPS27|23107,2004.4395,1363.432
MRPS28|28957,2048.7236,396.7254
MRPS2|51116,475.0055,730.2211
MRPS30|10884,943.3962,337.9543
MRPS31|10240,456.1598,358.5613
MRPS33|51650,2938.9567,542.5253
MRPS34|65993,1812.4306,976.021
MRPS35|60488,2772.475,1077.9318
MRPS36|92259,1012.2087,702.885
MRPS5|64969,1179.8002,811.9146
MRPS6|64968,2863.4517,781.6223
MRPS7|51081,3061.9756,1288.5013
MRPS9|64965,720.3108,389.2844
MRRF|92399,467.2586,250.281
MRS2P2|729633,4.4395,2.6227
MRS2|57380,1783.5738,661.2964
MRTO4|51154,2478.3574,701.0116
MRVI1|10335,115.4273,535.4065
MS4A10|341116,0,1.124
MS4A12|54860,0,0
MS4A13|503497,0,0
MS4A14|84689,8.9456,152.5927
MS4A15|219995,4.4395,3663.5444
MS4A1|931,233.0744,33.7205
MS4A2|2206,31.0766,846.3844
MS4A3|932,0,5.6201
MS4A4A|51338,311.8757,1897.3398
MS4A5|64232,0,0
MS4A6A|64231,1865.7048,1420.3822
MS4A6E|245802,0,1.8734
MS4A7|58475,437.2253,4881.8771
MS4A8B|83661,0,711.8771
MSC|9242,198.5794,86.2458
MSGN1|343930,0,0
MSH2|4436,1294.1176,380.6669
MSH3|4437,363.0189,354.3799
MSH4|4438,0,0
MSH5|4439,157.4362,45.6575
MSH6|2956,2062.1532,690.8955
MSI1|4440,110.9878,3.7467
MSI2|124540,298.5572,74.5598
MSL1|339287,1038.8457,1218.0592
MSL2|55167,449.5006,585.9873
MSL3L2|151507,547.1698,31.8471
MSL3|10943,1243.0633,594.23
MSLNL|401827,0,0
MSLN|10232,6.6593,1521.169
MSMB|4477,49.9445,1372.7988
MSMP|692094,12.2087,31.0978
MSN|4478,2335.1831,20107.9056
MSR1|4481,864.5949,16608.4676
MSRA|4482,179.8002,348.8198
MSRB2|22921,826.859,571.7497
MSRB3|253827,207.5472,1679.6553
MST1P2|11209,13.3185,44.2113
MST1P9|11223,4.4395,86.1746
MST1R|4486,11.0988,290.3709
MST1|4485,21.0877,25.4777
MST4|51765,1331.8535,381.7909
MSTN|2660,3.3296,2.6227
MSTO1|55154,415.4828,302.1918
MSTO2P|100129405,52.586,12.6339
MSX1|4487,15.5383,41.5886
MSX2P1|55545,1.1099,4.1214
MSX2|4488,9.9889,18.3589
MT1A|4489,64.3729,19.483
MT1B|4490,0,0
MT1DP|326343,0,1.124
MT1E|4493,227.525,1157.3623
MT1F|4494,523.8624,71.1877
MT1G|4495,26.6371,97.7894
MT1H|4496,6.6593,8.6175
MT1IP|644314,0,0.3747
MT1L|4500,38.8457,94.0427
MT1M|4499,12.2087,248.033
MT1X|4501,1631.5205,644.0614
MT2A|4502,3260.8213,2786.8115
MT3|4504,16.6482,4.4961
MT4|84560,0,0
MTA1|9112,908.99,587.4859
MTA2|9219,934.5172,1316.2233
MTA3|57504,1132.0755,465.3428
MTAP|4507,378.4684,448.8572
MTBP|27085,231.9645,19.483
MTCH1|23787,6946.7259,6805.9198
MTCH2|23788,4384.0178,1200.0749
MTCP1NB|100272147,2339.0899,290.1723
MTCP1|4515,19.4007,23.4283
MTDH|92140,3990.0111,3058.0742
MTERFD1|51001,1308.5461,245.0356
MTERFD2|130916,441.7314,367.1787
MTERFD3|80298,297.4473,197.0776
MTERF|7978,772.475,133.0086
MTF1|4520,218.6459,439.8651
MTF2|22823,689.2342,346.1971
MTFMT|123263,162.0422,248.4076
MTFR1|9650,1743.6182,370.1761
MTG1|92170,788.0133,370.5508
MTHFD1L|25902,392.8968,325.5901
MTHFD1|4522,2367.5361,1239.9026
MTHFD2L|441024,249.7003,197.2686
MTHFD2|10797,3220.8657,766.9539
MTHFR|4524,199.5006,955.991
MTHFSD|64779,209.7669,221.8059
MTHFS|10588,618.202,665.0431
MTIF2|4528,532.7414,408.3927
MTIF3|219402,520.5327,566.879
MTL5|9633,39.9556,8.9921
MTM1|4534,205.3274,615.961
MTMR10|54893,219.0122,1054.1064
MTMR11|10903,172.0311,250.6557
MTMR12|54545,1526.0821,1268.2653
MTMR14|64419,597.1143,1591.6073
MTMR15|22909,193.8624,290.9667
MTMR1|8776,824.6393,554.1401
MTMR2|8898,931.1876,708.8797
MTMR3|8897,504.9945,1242.7876
MTMR4|9110,700.333,575.4964
MTMR6|9107,1014.4284,1679.6553
MTMR7|9108,35.2164,44.4474
MTMR8|55613,22.1976,11.2402
MTMR9L|339483,68.8124,55.0768
MTMR9|66036,261.9312,348.801
MTNR1A|4543,0,0
MTNR1B|4544,0,0
MTO1|25821,537.1809,366.4294
MTOR|2475,782.4639,770.7006
MTP18|51537,902.8302,227.7482
MTPAP|55149,471.6981,290.3709
MTRF1L|54516,324.0844,205.695
MTRF1|9617,137.6249,96.6654
MTRR|4552,547.1698,1300.1124
MTR|4548,305.2164,722.7426
MTSS1L|92154,235.2941,1066.6916
MTSS1|9788,1688.1243,878.6062
MTTP|4547,7.7691,5.9948
MTUS1|57509,2124.3063,2692.0195
MTUS2|23281,3.3296,5.2454
MTVR2|246754,0,0
MTX1|4580,1516.0932,709.2169
MTX2|10651,1524.9723,524.541
MTX3|345778,274.1398,293.3683
MUC12|10071,21.0877,5.9948
MUC13|56667,0,16.1109
MUC15|143662,165.3718,659.0483
MUC16|94025,0,82.4279
MUC17|140453,0,0
MUC1|4582,490.566,12294.867
MUC20|200958,129.8557,498.6886
MUC21|394263,4.4395,127.7632
MUC2|4583,1.1099,0.3747
MUC4|4585,13.3185,237.1675
MUC5B|727897,5.5494,1005.2454
MUC6|4588,0,10.1161
MUC7|4589,0,0
MUCL1|118430,3.3296,0.7493
MUDENG|55745,1207.5472,608.0929
MUL1|79594,487.2364,1333.0836
MUM1L1|139221,22.1976,38.5912
MUM1|84939,395.1165,679.2806
MURC|347273,4.4395,12.3642
MUS81|80198,527.192,583.3646
MUSK|4593,0,15.3616
MUSTN1|389125,11.0988,317.5384
MUTED|63915,506.1043,313.2259
MUTYH|4595,349.7558,174.5635
MUT|4594,1957.8246,890.9704
MVD|4597,258.6016,924.6909
MVK|4598,468.3685,665.0431
MVP|9961,1765.8158,7476.2083
MX1|4599,455.0499,3008.9921
MX2|4600,96.5594,454.1027
MXD1|4084,288.5683,648.9322
MXD3|83463,421.1987,80.3559
MXD4|10608,553.8291,2820.1574
MXI1|4601,1643.7292,1137.8794
MXRA5|25878,825.7492,121.7685
MXRA7|439921,3000,4564.2563
MXRA8|54587,1011.0988,1508.4301
MYADML2|255275,0,0.3747
MYADML|151325,0,0
MYADM|91663,2160.9323,10363.432
MYBBP1A|10514,536.4373,488.1154
MYBL1|4603,86.5705,29.5991
MYBL2|4605,1432.8524,13.4882
MYBPC1|4604,6.6593,1.124
MYBPC2|4606,3.3296,0
MYBPC3|4607,0,1.124
MYBPHL|343263,0,90.6707
MYBPH|4608,1.1099,5.6201
MYB|4602,167.5916,131.1353
MYCBP2|23077,240.8435,741.8509
MYCBPAP|84073,2.2198,23.979
MYCBP|26292,1386.2375,642.5628
MYCL1|4610,413.9845,108.2803
MYCNOS|10408,2.2198,0
MYCN|4613,68.8124,3.7467
MYCT1|80177,94.3396,636.1933
MYC|4609,944.5061,1611.465
MYD88|4615,602.6637,4105.2829
MYEF2|50804,112.3751,166.5717
MYEOV2|150678,4079.9112,944.5485
MYEOV|26579,18.8679,2.6227
MYF5|4617,0,0
MYF6|4618,1.1099,0
MYH10|4628,591.5649,4490.8205
MYH11|4629,177.192,10175.2117
MYH13|8735,0,2.6227
MYH14|79784,1370.6992,3726.1146
MYH15|22989,0,13.8629
MYH16|84176,0,0
MYH1|4619,0,8.2428
MYH2|4620,0,14.2375
MYH3|4621,19.9778,10.8655
MYH4|4622,0,0
MYH6|4624,0,0
MYH7B|57644,3.3296,11.2402
MYH7|4625,0,0
MYH8|4626,0,1.124
MYH9|4627,5921.1987,23913.4507
MYL10|93408,0,0
MYL12A|10627,6123.1964,12183.964
MYL12B|103910,15374.0289,11209.0671
MYL1|4632,0,0
MYL2|4633,0,0.3747
MYL3|4634,4.4395,23.6043
MYL4|4635,11.0988,4.1214
MYL5|4636,59.8557,115.7774
MYL6B|140465,2762.4861,340.2023
MYL6|4637,47478.3574,27562.0082
MYL7|58498,0,0
MYL9|10398,6542.7303,13764.7059
MYLIP|29116,1530.5216,1381.0416
MYLK2|85366,5.5494,2.9974
MYLK3|91807,1.1099,28.8498
MYLK4|340156,8.879,32.5965
MYLK|4638,1441.1432,5097.0326
MYLPF|29895,1.1099,0.3747
MYNN|55892,1172.0311,473.9603
MYO10|4651,2527.192,1215.4365
MYO15A|51168,1.1099,25.4777
MYO15B|80022,28.8568,238.2915
MYO16|23026,11.0988,10.4908
MYO18A|399687,145.1498,809.2132
MYO18B|84700,0,0.7493
MYO19|80179,759.212,183.3196
MYO1A|4640,1.1099,94.4174
MYO1B|4430,1236.404,3250.281
MYO1C|4641,2067.7026,7341.701
MYO1D|4642,2352.9412,2544.7733
MYO1E|4643,280.7991,609.9663
MYO1F|4542,256.3818,1842.6377
MYO1G|64005,146.5039,1202.6976
MYO1H|283446,6.6593,6.7441
MYO3A|53904,0,6.3694
MYO3B|140469,447.2808,1.8734
MYO5A|4644,264.1509,654.5523
MYO5B|4645,193.1188,894.7171
MYO5C|55930,81.8313,734.2675
MYO6|4646,1266.3707,1689.7714
MYO7A|4647,46.6149,55.0768
MYO7B|4648,2.2198,52.4541
MYO9A|4649,78.8013,249.5317
MYO9B|4650,785.7936,2098.5388
MYOCD|93649,5.5494,81.3039
MYOC|4653,1.1099,470.2136
MYOD1|4654,0,0
MYOF|26509,2178.6903,2977.145
MYOG|4656,0,0.7493
MYOM1|8736,6.6593,61.4462
MYOM2|9172,84.3507,48.7074
MYOM3|127294,1.1099,16.4856
MYOT|9499,17.758,5.2454
MYOZ1|58529,5.5494,128.1379
MYOZ2|51778,4.4395,1.4987
MYOZ3|91977,5.5494,29.2244
MYPN|84665,1.1099,0.3747
MYPOP|339344,213.0966,116.523
MYRIP|25924,23.3074,36.7179
MYSM1|114803,72.1421,22.4803
MYST1|84148,1326.3041,786.8115
MYST2|11143,389.5671,776.3207
MYST3|7994,658.1576,1079.0558
MYST4|23522,258.6016,621.5811
MYT1L|23040,0,0.3747
MYT1|4661,5.5494,2.248
MZF1|7593,131.121,306.7891
N4BP1|9683,695.8935,1929.9363
N4BP2L1|90634,384.0178,774.0727
N4BP2L2|10443,1300.7769,1444.3612
N4BP2|55728,56.6038,72.6864
N4BP3|23138,81.0211,191.0828
N6AMT1|29104,169.8113,234.1701
N6AMT2|221143,237.5139,132.6339
NAA10|8260,3859.0455,874.8595
NAA11|84779,0,0
NAA15|80155,1423.9734,630.9479
NAA16|79612,293.0078,207.5684
NAA20|51126,6629.3008,1330.0862
NAA25|80018,451.7203,250.281
NAA30|122830,945.616,348.8198
NAA35|60560,479.4673,207.5684
NAA38|51691,998.8901,309.1045
NAA40|79829,281.909,184.7134
NAA50|80218,6460.5993,1940.4271
NAAA|27163,182.02,471.3376
NAALAD2|10003,1.1099,55.0768
NAALADL1|10004,45.505,136.3807
NAALADL2|254827,45.505,56.2008
NAB1|4664,703.6626,813.7879
NAB2|4665,340.7325,1015.7362
NACA2|342538,188.6792,80.9292
NACAD|23148,14.4284,110.903
NACAP1|83955,176.4706,131.5099
NACA|4666,17968.9234,12128.1379
NACC1|112939,438.4018,1079.4305
NACC2|138151,3.3296,64.0689
NADK|65220,992.2309,1474.335
NADSYN1|55191,580.4661,948.2952
NAE1|8883,1553.8291,550.7681
NAF1|92345,97.6693,189.2094
NAGA|4668,1005.5494,1804.0465
NAGK|55577,2336.293,1369.0521
NAGLU|4669,587.1254,1852.7538
NAGPA|51172,264.1509,497.4859
NAGS|162417,78.8013,147.2462
NAIF1|203245,107.6582,257.3998
NAIP|4671,31.0766,94.0427
NALCN|259232,39.9556,39.7152
NAMPT|10135,23721.4206,4452.2293
NANOG|79923,0,0
NANOS1|340719,92.1199,92.9187
NANOS2|339345,2.2198,0
NANOS3|342977,19.9778,2.248
NANP|140838,520.5327,159.2357
NANS|54187,1920.7325,1233.4208
NAP1L1|4673,12236.404,7648.5575
NAP1L2|4674,106.5483,89.9213
NAP1L3|4675,17.758,53.5781
NAP1L4|4676,2190.899,1890.9704
NAP1L5|266812,145.394,127.3885
NAP1L6|645996,1.1099,16.4856
NAPA|8775,2989.3674,4041.9108
NAPB|63908,583.7958,171.9745
NAPEPLD|222236,519.0233,382.6377
NAPG|8774,564.9279,814.912
NAPRT1|93100,983.3518,1246.5343
NAPSA|9476,277.4695,64116.1484
NAPSB|256236,449.5006,669.1645
NARFL|64428,441.7314,546.6467
NARF|26502,2078.8013,641.4387
NARG2|79664,568.2575,786.4369
NARS2|79731,513.8735,451.48
NARS|4677,2073.2519,2391.9071
NASP|4678,2890.1221,760.2098
NAT10|55226,1059.9334,765.8299
